"","strain","subtype","date","country","state","season","lat","lng"
"38124","KY078602","H3N2","2016-03-08","USA","California","192016-2003",36.778261,-119.4179324
"41531","KX416104","H3N2","2016-03-08","USA","Colorado","192016-2003",39.5500507,-105.7820674
"492511","MF195736","H3N2","2016-03-08","Canada",NA,"192016-2003",56.130366,-106.346771
"223345","KX415520","H3N2","2016-03-08","USA","Texas","192016-2003",31.9685988,-99.9018131
"221889","KX415840","H3N2","2016-03-08","USA","Texas","192016-2003",31.9685988,-99.9018131
"231075","KX415984","H3N2","2016-03-08","USA","Utah","192016-2003",39.3209801,-111.0937311
"19538","CY208346","H3N2","2016-03-07","USA","Arizona","192016-2003",34.0489281,-111.0937311
"341293","MF195726","H3N2","2016-03-07","Canada",NA,"192016-2003",56.130366,-106.346771
"57415","KX416024","H3N2","2016-03-07","USA","Florida","192016-2003",27.6648274,-81.5157535
"532273","MF113183","H3N2","2016-03-07","China",NA,"2015-2016",35.86166,104.195397
"65355","KX416000","H3N2","2016-03-07","USA","Idaho","192016-2003",44.0682019,-114.7420408
"76761","KX415896","H3N2","2016-03-07","USA","Indiana","192016-2003",40.2671941,-86.1349019
"99365","KX416152","H3N2","2016-03-07","USA","Louisiana","192016-2003",30.9842977,-91.9623327
"118870","KX415544","H3N2","2016-03-07","USA","Michigan","192016-2003",44.3148443,-85.6023643
"178638","KX416744","H3N2","2016-03-07","USA","New York","192016-2003",40.7127753,-74.0059728
"41239","KX416096","H3N2","2016-03-06","USA","Colorado","192016-2003",39.5500507,-105.7820674
"59856","KX413286","H3N2","2016-03-06","USA","Georgia","192016-2003",32.1656221,-82.9000751
"58472","KX413294","H3N2","2016-03-06","USA","Georgia","192016-2003",32.1656221,-82.9000751
"188901","KX415672","H3N2","2016-03-06","USA","North Dakota","192016-2003",47.5514926,-101.0020119
"18038","KX416552","H3N2","2016-03-05","USA","Arizona","192016-2003",34.0489281,-111.0937311
"61553","KX416816","H3N2","2016-03-05","USA","Hawaii","192016-2003",21.3155434,-157.8615682
"135995","KX415864","H3N2","2016-03-05","USA","Mississippi","192016-2003",32.3546679,-89.3985283
"209980","KX917276","H3N2","2016-03-05","USA","South Carolina","192016-2003",33.836081,-81.1637245
"17924","CY208345","H3N2","2016-03-04","USA","Arizona","192016-2003",34.0489281,-111.0937311
"64409","KX415992","H3N2","2016-03-04","USA","Idaho","192016-2003",44.0682019,-114.7420408
"118037","KX416376","H3N2","2016-03-04","USA","Michigan","192016-2003",44.3148443,-85.6023643
"145334","KX417054","H3N2","2016-03-04","USA","Nevada","192016-2003",38.8026097,-116.419389
"213973","KY044134","H3N2","2016-03-04","USA","Tennessee","192016-2003",35.5174913,-86.5804473
"236503","KX917220","H3N2","2016-03-04","USA","Washington","192016-2003",47.7510741,-120.7401385
"17922","CY209764","H3N2","2016-03-03","USA","Arizona","192016-2003",34.0489281,-111.0937311
"86838","KX416336","H3N2","2016-03-03","USA","Iowa","192016-2003",41.8780025,-93.097702
"117556","KX416368","H3N2","2016-03-03","USA","Michigan","192016-2003",44.3148443,-85.6023643
"19540","CY208343","H3N2","2016-03-02","USA","Arizona","192016-2003",34.0489281,-111.0937311
"23716","KY078604","H3N2","2016-03-02","USA","California","192016-2003",36.778261,-119.4179324
"55248","KX415432","H3N2","2016-03-02","USA","Florida","192016-2003",27.6648274,-81.5157535
"61844","KX416808","H3N2","2016-03-02","USA","Hawaii","192016-2003",21.3155434,-157.8615682
"158953","KX416736","H3N2","2016-03-02","USA","New York","192016-2003",40.7127753,-74.0059728
"19079","CY208342","H3N2","2016-03-01","USA","Arizona","192016-2003",34.0489281,-111.0937311
"31577","CY209768","H3N2","2016-03-01","USA","California","192016-2003",36.778261,-119.4179324
"27062","KY078611","H3N2","2016-03-01","USA","California","192016-2003",36.778261,-119.4179324
"24105","KY078618","H3N2","2016-03-01","USA","California","192016-2003",36.778261,-119.4179324
"45308","KX917020","H3N2","2016-03-01","USA","Delaware","192016-2003",38.9108325,-75.5276699
"94321","CY208360","H3N2","2016-03-01","USA","Kentucky","192016-2003",37.8393332,-84.2700179
"231271","KX415352","H3N2","2016-03-01","USA","Utah","192016-2003",39.3209801,-111.0937311
"19269","CY208339","H3N2","2016-02-29","USA","Arizona","192016-2002",34.0489281,-111.0937311
"18236","CY208420","H3N2","2016-02-29","USA","Arizona","192016-2002",34.0489281,-111.0937311
"23622","KX415968","H3N2","2016-02-29","USA","California","192016-2002",36.778261,-119.4179324
"25345","KY078624","H3N2","2016-02-29","USA","California","192016-2002",36.778261,-119.4179324
"140420","KX415368","H3N2","2016-02-29","USA","Montana","192016-2002",46.8796822,-110.3625658
"171563","KX416128","H3N2","2016-02-29","USA","New York","192016-2002",40.7127753,-74.0059728
"204870","KX415640","H3N2","2016-02-29","USA","Pennsylvania","192016-2002",41.2033216,-77.1945247
"42908","KX415592","H3N2","2016-02-28","USA","Connecticut","192016-2002",41.6032207,-73.087749
"43255","KX415608","H3N2","2016-02-28","USA","Connecticut","192016-2002",41.6032207,-73.087749
"134128","KX415576","H3N2","2016-02-28","USA","Minnesota","192016-2002",46.729553,-94.6858998
"507882","MF195740","H3N2","2016-02-28","Canada",NA,"192016-2002",56.130366,-106.346771
"210620","KX416896","H3N2","2016-02-28","USA","South Dakota","192016-2002",43.9695148,-99.9018131
"225536","KX413238","H3N2","2016-02-28","USA","Texas","192016-2002",31.9685988,-99.9018131
"231003","KX415360","H3N2","2016-02-28","USA","Utah","192016-2002",39.3209801,-111.0937311
"55556","KX415448","H3N2","2016-02-26","USA","Florida","192016-2002",27.6648274,-81.5157535
"62378","KX415768","H3N2","2016-02-26","USA","Hawaii","192016-2002",21.3155434,-157.8615682
"222012","KX917148","H3N2","2016-02-26","USA","Texas","192016-2002",31.9685988,-99.9018131
"220032","KX413166","H3N2","2016-02-26","USA","Texas","192016-2002",31.9685988,-99.9018131
"246219","KX415392","H3N2","2016-02-26","USA","Wisconsin","192016-2002",43.7844397,-88.7878678
"20020","CY208337","H3N2","2016-02-25","USA","Arizona","192016-2002",34.0489281,-111.0937311
"30416","KX415952","H3N2","2016-02-25","USA","California","192016-2002",36.778261,-119.4179324
"27116","KY078610","H3N2","2016-02-25","USA","California","192016-2002",36.778261,-119.4179324
"152189","KX415320","H3N2","2016-02-25","USA","New Jersey","192016-2002",40.0583238,-74.4056612
"160552","CY208313","H3N2","2016-02-25","USA","New York","192016-2002",40.7127753,-74.0059728
"22762","KX415784","H3N2","2016-02-24","USA","California","192016-2002",36.778261,-119.4179324
"59932","KX916260","H3N2","2016-02-24","USA","Georgia","192016-2002",32.1656221,-82.9000751
"510245","CY208355","H3N2","2016-02-24","Japan",NA,"192016-2002",36.204824,138.252924
"95685","KX415288","H3N2","2016-02-24","USA","Kentucky","192016-2002",37.8393332,-84.2700179
"95678","KX415296","H3N2","2016-02-24","USA","Kentucky","192016-2002",37.8393332,-84.2700179
"239236","CY209795","H3N2","2016-02-24","USA","Washington","192016-2002",47.7510741,-120.7401385
"62386","KX415776","H3N2","2016-02-23","USA","Hawaii","192016-2002",21.3155434,-157.8615682
"76786","KX415416","H3N2","2016-02-23","USA","Indiana","192016-2002",40.2671941,-86.1349019
"85008","KX416344","H3N2","2016-02-23","USA","Iowa","192016-2002",41.8780025,-93.097702
"528129","CY208356","H3N2","2016-02-23","Japan",NA,"192016-2002",36.204824,138.252924
"18816","CY208238","H3N2","2016-02-22","USA","Arizona","192016-2002",34.0489281,-111.0937311
"58742","KX413278","H3N2","2016-02-22","USA","Georgia","192016-2002",32.1656221,-82.9000751
"269416","KY509836","H3N2","2016-02-22","South Korea",NA,"192016-2002",35.907757,127.766922
"119281","KX416160","H3N2","2016-02-22","USA","Michigan","192016-2002",44.3148443,-85.6023643
"181156","KX415176","H3N2","2016-02-22","USA","North Carolina","192016-2002",35.7595731,-79.0192997
"208876","KX917140","H3N2","2016-02-22","USA","South Carolina","192016-2002",33.836081,-81.1637245
"226055","KX415824","H3N2","2016-02-22","USA","Texas","192016-2002",31.9685988,-99.9018131
"176255","KX415336","H3N2","2016-02-21","USA","New York","192016-2002",40.7127753,-74.0059728
"221724","KX413174","H3N2","2016-02-21","USA","Texas","192016-2002",31.9685988,-99.9018131
"222119","KX413190","H3N2","2016-02-21","USA","Texas","192016-2002",31.9685988,-99.9018131
"220021","KX413198","H3N2","2016-02-21","USA","Texas","192016-2002",31.9685988,-99.9018131
"64489","KX415344","H3N2","2016-02-20","USA","Idaho","192016-2002",44.0682019,-114.7420408
"19802","CY208236","H3N2","2016-02-19","USA","Arizona","192016-2002",34.0489281,-111.0937311
"19501","CY208288","H3N2","2016-02-19","USA","Arizona","192016-2002",34.0489281,-111.0937311
"156823","KX415384","H3N2","2016-02-19","USA","New Mexico","192016-2002",34.5199402,-105.8700901
"236788","KY044366","H3N2","2016-02-19","USA","Washington","192016-2002",47.7510741,-120.7401385
"251733","KX414976","H3N2","2016-02-19","USA","Wisconsin","192016-2002",43.7844397,-88.7878678
"39771","KX415040","H3N2","2016-02-18","USA","Colorado","192016-2002",39.5500507,-105.7820674
"59458","KX916252","H3N2","2016-02-18","USA","Georgia","192016-2002",32.1656221,-82.9000751
"62003","KX415264","H3N2","2016-02-18","USA","Hawaii","192016-2002",21.3155434,-157.8615682
"188886","KX415056","H3N2","2016-02-18","USA","North Dakota","192016-2002",47.5514926,-101.0020119
"459176","MF195734","H3N2","2016-02-18","Canada",NA,"192016-2002",56.130366,-106.346771
"225358","KX415712","H3N2","2016-02-18","USA","Texas","192016-2002",31.9685988,-99.9018131
"228128","KX413206","H3N2","2016-02-18","USA","Texas","192016-2002",31.9685988,-99.9018131
"236518","KX415048","H3N2","2016-02-18","USA","Washington","192016-2002",47.7510741,-120.7401385
"252217","KX414968","H3N2","2016-02-18","USA","Wisconsin","192016-2002",43.7844397,-88.7878678
"18815","CY208233","H3N2","2016-02-17","USA","Arizona","192016-2002",34.0489281,-111.0937311
"99107","KX415488","H3N2","2016-02-17","USA","Louisiana","192016-2002",30.9842977,-91.9623327
"118945","KX415536","H3N2","2016-02-17","USA","Michigan","192016-2002",44.3148443,-85.6023643
"143719","KX415024","H3N2","2016-02-17","USA","Nebraska","192016-2002",41.4925374,-99.9018131
"207984","KX415192","H3N2","2016-02-17","USA","Rhode Island","192016-2002",41.5800945,-71.4774291
"19426","KX415464","H3N2","2016-02-16","USA","Arizona","192016-2002",34.0489281,-111.0937311
"30405","KX415944","H3N2","2016-02-16","USA","California","192016-2002",36.778261,-119.4179324
"42628","KX917060","H3N2","2016-02-16","USA","Connecticut","192016-2002",41.6032207,-73.087749
"202755","KX415104","H3N2","2016-02-16","USA","Oregon","192016-2002",43.8041334,-120.5542012
"218200","KX414896","H3N2","2016-02-16","USA","Texas","192016-2002",31.9685988,-99.9018131
"32202","KX414817","H3N2","2016-02-15","USA","California","192016-2002",36.778261,-119.4179324
"33843","KX414825","H3N2","2016-02-15","USA","California","192016-2002",36.778261,-119.4179324
"32428","KX415936","H3N2","2016-02-15","USA","California","192016-2002",36.778261,-119.4179324
"42441","KX415240","H3N2","2016-02-15","USA","Connecticut","192016-2002",41.6032207,-73.087749
"146502","KX415072","H3N2","2016-02-15","USA","New Hampshire","192016-2002",43.1938516,-71.5723953
"218208","KX415816","H3N2","2016-02-15","USA","Texas","192016-2002",31.9685988,-99.9018131
"19132","KX415472","H3N2","2016-02-13","USA","Arizona","192016-2002",34.0489281,-111.0937311
"63249","KX415256","H3N2","2016-02-13","USA","Hawaii","192016-2002",21.3155434,-157.8615682
"100535","KX413070","H3N2","2016-02-13","USA","Maine","192016-2002",45.253783,-69.4454689
"510021","MF195733","H3N2","2016-02-13","Canada",NA,"192016-2002",56.130366,-106.346771
"19074","CY208231","H3N2","2016-02-12","USA","Arizona","192016-2002",34.0489281,-111.0937311
"18089","CY208286","H3N2","2016-02-12","USA","Arizona","192016-2002",34.0489281,-111.0937311
"236810","KX415096","H3N2","2016-02-12","USA","Washington","192016-2002",47.7510741,-120.7401385
"56110","KX414936","H3N2","2016-02-11","USA","Florida","192016-2002",27.6648274,-81.5157535
"146851","KX415560","H3N2","2016-02-11","USA","New Hampshire","192016-2002",43.1938516,-71.5723953
"315435","MF195732","H3N2","2016-02-11","Canada",NA,"192016-2002",56.130366,-106.346771
"445765","MF195705","H3N2","2016-02-10","Canada",NA,"192016-2002",56.130366,-106.346771
"30200","CY208201","H3N2","2016-02-10","USA","California","192016-2002",36.778261,-119.4179324
"67946","KX416656","H3N2","2016-02-10","USA","Illinois","192016-2002",40.6331249,-89.3985283
"160273","CY208252","H3N2","2016-02-10","USA","New York","192016-2002",40.7127753,-74.0059728
"219921","KX415832","H3N2","2016-02-10","USA","Texas","192016-2002",31.9685988,-99.9018131
"30559","KY078620","H3N2","2016-02-09","USA","California","192016-2002",36.778261,-119.4179324
"492522","MF195730","H3N2","2016-02-09","Canada",NA,"192016-2002",56.130366,-106.346771
"510024","MF195731","H3N2","2016-02-09","Canada",NA,"192016-2002",56.130366,-106.346771
"226262","KX414888","H3N2","2016-02-09","USA","Texas","192016-2002",31.9685988,-99.9018131
"230995","KX414809","H3N2","2016-02-09","USA","Utah","192016-2002",39.3209801,-111.0937311
"231789","KX414801","H3N2","2016-02-09","USA","Utah","192016-2002",39.3209801,-111.0937311
"34998","KX415800","H3N2","2016-02-08","USA","California","192016-2002",36.778261,-119.4179324
"72591","KX416640","H3N2","2016-02-08","USA","Illinois","192016-2002",40.6331249,-89.3985283
"42724","KX917052","H3N2","2016-02-07","USA","Connecticut","192016-2002",41.6032207,-73.087749
"141271","CY222965","H3N2","2016-02-07","USA","Montana","192016-2002",46.8796822,-110.3625658
"29774","KX414697","H3N2","2016-02-06","USA","California","192016-2002",36.778261,-119.4179324
"117624","KX414769","H3N2","2016-02-05","USA","Michigan","192016-2002",44.3148443,-85.6023643
"216268","KX414713","H3N2","2016-02-05","USA","Tennessee","192016-2002",35.5174913,-86.5804473
"221638","KX414785","H3N2","2016-02-05","USA","Texas","192016-2002",31.9685988,-99.9018131
"235944","KX415088","H3N2","2016-02-05","USA","Washington","192016-2002",47.7510741,-120.7401385
"461293","KY273050","H3N2","2016-02-05","China",NA,"2015-2016",35.86166,104.195397
"33855","KX415120","H3N2","2016-02-04","USA","California","192016-2002",36.778261,-119.4179324
"40050","CY208291","H3N2","2016-02-04","USA","Colorado","192016-2002",39.5500507,-105.7820674
"43648","KX415248","H3N2","2016-02-04","USA","Connecticut","192016-2002",41.6032207,-73.087749
"135309","KX413086","H3N2","2016-02-04","USA","Mississippi","192016-2002",32.3546679,-89.3985283
"527277","CY210053","H3N2","2016-02-04","South Korea",NA,"192016-2002",35.907757,127.766922
"29999","KX415144","H3N2","2016-02-03","USA","California","192016-2002",36.778261,-119.4179324
"371572","MF195729","H3N2","2016-02-03","Canada",NA,"192016-2002",56.130366,-106.346771
"228647","KX412910","H3N2","2016-02-03","USA","Texas","192016-2002",31.9685988,-99.9018131
"140117","KX414737","H3N2","2016-02-02","USA","Montana","192016-2002",46.8796822,-110.3625658
"203229","KX414681","H3N2","2016-02-02","USA","Oregon","192016-2002",43.8041334,-120.5542012
"228629","KX413158","H3N2","2016-02-02","USA","Texas","192016-2002",31.9685988,-99.9018131
"31495","KX415136","H3N2","2016-02-01","USA","California","192016-2002",36.778261,-119.4179324
"67889","KX416632","H3N2","2016-02-01","USA","Illinois","192016-2002",40.6331249,-89.3985283
"72575","KX416664","H3N2","2016-02-01","USA","Illinois","192016-2002",40.6331249,-89.3985283
"482325","KY872764","H3N2","2016-02-01","Kenya",NA,"2015-2016",-0.023559,37.906193
"220335","KX414353","H3N2","2016-02-01","USA","Texas","192016-2002",31.9685988,-99.9018131
"14465","KX414920","H3N2","2016-01-31","USA","Alaska","192016-2001",64.2008413,-149.4936733
"243869","KX414545","H3N2","2016-01-31","USA","Wisconsin","192016-2001",43.7844397,-88.7878678
"71088","KX416672","H3N2","2016-01-30","USA","Illinois","192016-2001",40.6331249,-89.3985283
"231781","KX414449","H3N2","2016-01-30","USA","Utah","192016-2001",39.3209801,-111.0937311
"232889","KX414409","H3N2","2016-01-30","USA","Vermont","192016-2001",44.5588028,-72.5778415
"285919","CY208296","H3N2","2016-01-29","Japan",NA,"192016-2001",36.204824,138.252924
"21945","KX414281","H3N2","2016-01-28","USA","Arkansas","192016-2001",35.20105,-91.8318334
"41539","KX414593","H3N2","2016-01-28","USA","Colorado","192016-2001",39.5500507,-105.7820674
"41449","KX414601","H3N2","2016-01-28","USA","Colorado","192016-2001",39.5500507,-105.7820674
"157234","KX414753","H3N2","2016-01-28","USA","New Mexico","192016-2001",34.5199402,-105.8700901
"190186","CY208259","H3N2","2016-01-28","USA","Ohio","192016-2001",40.4172871,-82.907123
"228645","CY208212","H3N2","2016-01-28","USA","Texas","192016-2001",31.9685988,-99.9018131
"633","KX412662","H3N2","2016-01-27","USA","Alabama","192016-2001",32.3182314,-86.902298
"157332","KX414745","H3N2","2016-01-27","USA","New Mexico","192016-2001",34.5199402,-105.8700901
"25119","KX414321","H3N2","2016-01-26","USA","California","192016-2001",36.778261,-119.4179324
"64982","KX414473","H3N2","2016-01-26","USA","Idaho","192016-2001",44.0682019,-114.7420408
"470674","KY487318","H3N2","2016-01-26","Taiwan",NA,"2015-2016",23.69781,120.960515
"138572","KX412902","H3N2","2016-01-26","USA","Missouri","192016-2001",37.9642529,-91.8318334
"223536","KY044330","H3N2","2016-01-26","USA","Texas","192016-2001",31.9685988,-99.9018131
"19901","CY208198","H3N2","2016-01-25","USA","Arizona","192016-2001",34.0489281,-111.0937311
"36540","CY208165","H3N2","2016-01-25","USA","California","192016-2001",36.778261,-119.4179324
"75967","KX414385","H3N2","2016-01-25","USA","Indiana","192016-2001",40.2671941,-86.1349019
"75957","KX414393","H3N2","2016-01-25","USA","Indiana","192016-2001",40.2671941,-86.1349019
"218904","KX412878","H3N2","2016-01-25","USA","Texas","192016-2001",31.9685988,-99.9018131
"205668","KX412846","H3N2","2016-01-23","USA","Pennsylvania","192016-2001",41.2033216,-77.1945247
